gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_2733,148.95,-1.3197,0.2288,0.008982556842060058,0.01642749971115592
Gene_2734,187.81,2.9806,0.1845,0.002702682498351653,0.0049409186441529305
Gene_2735,5.24,-0.7965,0.3736,0.010496880489396732,0.019182895631207477
Gene_2736,33545.68,-0.5027,0.236,0.00842772104057207,0.015395909829324204
Gene_2737,419.78,0.5135,0.2728,0.0002443873814494274,0.00044628813266878636
Gene_2738,225.88,2.3312,0.3162,0.006264080067833283,0.011434976392539764
Gene_2739,507.92,1.281,0.32,0.0013315176169639677,0.002429776673291912
Gene_2740,613.28,0.6223,0.4912,0.0001870798234709956,0.00034126199100874787
Gene_2741,112.04,0.6949,0.3394,0.14296493477015637,0.2606946294131225
Gene_2742,41.99,0.0653,0.2395,0.06283654430157228,0.1145398182675397
Gene_2743,492.21,0.8372,0.2254,0.044614241405945616,0.08129417165806417
Gene_2744,320.99,-3.7943,0.4667,0.10055602949375032,0.18316216665528293
Gene_2745,29.38,-0.4449,0.2485,7.271171419282377e-07,1.3239569226661283e-06
Gene_2746,2535.31,0.362,0.3585,5.906027034772582e-06,1.0749958199440447e-05
Gene_2747,266.85,-1.7265,0.3192,0.09320327388095158,0.16958383166112004
Gene_2748,638.83,0.5795,0.3421,0.13398952937757494,0.24370594648522179
Gene_2749,2401.48,-0.3067,0.4398,0.013337901076590235,0.024250729230164067
Gene_2750,155.05,2.6332,0.3283,0.009447212162178614,0.017170505565573636
Gene_2751,279.75,2.3595,0.3817,0.008291698422410195,0.015064859052344105
Gene_2752,749.99,-0.6987,0.3306,0.041136076338777056,0.07471136276566846
Gene_2753,34.82,-0.2263,0.2546,5.374040246912677e-08,9.756790571736887e-08
Gene_2754,165.36,-0.1109,0.3494,0.04043420965085105,0.07338332060045563
Gene_2755,190.78,-0.6775,0.2349,0.0002539856383995167,0.0004607867169802553
Gene_2756,21.93,0.2925,0.1836,0.003222793580810439,0.005844747154171997
Gene_2757,15294.88,-1.1374,0.3582,0.11344665157108212,0.20566833134713944
Gene_2758,8.89,-1.6959,0.3464,0.10637449113158896,0.19277725830298834
Gene_2759,11.07,0.9341,0.3361,0.03416471566118696,0.061892600835483626
Gene_2760,2055.87,0.9443,0.2977,0.00029608875539314177,0.000536198398031767
Gene_2761,618.03,-1.2065,0.2928,0.003467581418536747,0.006277301626605262
Gene_2762,19.07,1.343,0.1917,0.0009714287319092681,0.0017579238724380532
Gene_2763,499.98,-0.9474,0.1138,0.36045455609750965,0.652052380784207
Gene_2764,2795.32,0.3797,0.3888,2.5940172815028654e-05,4.690808827310788e-05
Gene_2765,139.7,1.2305,0.3874,0.030227433667466774,0.05464105869028701
Gene_2766,26839.93,-0.0504,0.2749,0.027055751172434087,0.04889004548687042
Gene_2767,4.72,0.6821,0.4472,0.022472886735627712,0.04059408731146624
Gene_2768,594.46,-0.7746,0.35,0.00994419018681509,0.017956284194321215
Gene_2769,1530.05,-0.2947,0.3338,0.03223567375365818,0.05818713673945519
Gene_2770,882.44,-0.3088,0.5018,0.011210835267676434,0.020228861904865454
Gene_2771,98.62,-4.5368,0.1745,0.0015231767861478614,0.0027474328754470805
Gene_2772,83.02,-0.2652,0.2953,0.0014180752026190782,0.0025569332899730945
Gene_2773,360.79,-2.3229,0.2148,0.04081112447650868,0.07356006574713173
Gene_2774,758.63,-0.7367,0.2632,0.24842100955735857,0.44760542262587133
Gene_2775,495.19,-0.4273,0.2933,0.1276446007926909,0.22990742217703694
Gene_2776,1188.11,-4.539,0.2956,0.0016525981463971085,0.0029755098062605482
Gene_2777,19.34,-0.3622,0.1927,0.0007106240791561159,0.0012790210207993446
Gene_2778,94.11,-0.0926,0.3068,0.00019884098951612815,0.0003577563683269668
Gene_2779,22.65,0.7192,0.2175,0.00022858839848312302,0.00041113021309914207
Gene_2780,68.56,1.3118,0.4197,3.1682790323604696e-05,5.6962945565632325e-05
Gene_2781,1130.53,-0.9746,0.3765,0.090448967406773,0.16256104853841302
Gene_2782,184.19,-1.8048,0.3344,0.007549526581352859,0.013563648187842003
Gene_2783,27274.8,-1.5631,0.2524,0.004104330298497185,0.0073712828636802894
Gene_2784,218.51,-0.7308,0.3155,0.001152024499532473,0.002068266605982896
Gene_2785,167.23,-0.5279,0.3707,0.10284992390263692,0.1845834958769507
Gene_2786,183.53,-1.155,0.266,0.0001769231124718581,0.0003174078085250414
Gene_2787,41.45,-1.9442,0.141,0.07176258219125556,0.1286990354936434
Gene_2788,132.2,-0.6842,0.3719,0.04973624900991833,0.08916502153086829
Gene_2789,1415.98,0.2721,0.353,0.08072739863772403,0.14467275741527605
Gene_2790,186.41,0.8925,0.3321,1.2062269748404371e-05,2.1609225633114243e-05
Gene_2791,30.36,-0.8361,0.2241,0.0006924296477583242,0.0012400244408279446
Gene_2792,23.33,-0.6195,0.396,0.028778168666924123,0.051518382862377594
Gene_2793,60.32,-1.39,0.4149,0.009879964158274615,0.01768068031187297
Gene_2794,172.04,-0.0472,0.3282,0.0007364449412504771,0.0013174328108237516
Gene_2795,1615.13,-1.2726,0.2604,0.008811887284031462,0.015758024470728653
Gene_2796,10.17,0.8597,0.2625,0.15557902981438684,0.27811767932496756
Gene_2797,78.28,-2.6788,0.2605,0.05503511612147868,0.09834724110342868
Gene_2798,198.07,-0.5394,0.2559,0.0006395048891090234,0.0011423810094837862
Gene_2799,3.79,0.4517,0.2646,0.017386343423919867,0.03104704182842833
Gene_2800,28.02,0.2758,0.3323,0.028054281206535824,0.05007904535261661
Gene_2801,38.1,-2.2767,0.3896,0.004365794994867981,0.007790497849514598
Gene_2802,30.21,0.5247,0.4451,0.11882144276586808,0.21195405416672863
Gene_2803,217.84,-1.5061,0.2087,2.351536050364036e-06,4.193181259564972e-06
Gene_2804,107.65,-0.1432,0.225,0.1095342109185813,0.19524814780495778
Gene_2805,48.88,-2.6644,0.3844,0.055043367364657855,0.09808155268114371
Gene_2806,349.3,-0.1209,0.2087,0.006241137585809983,0.011117095806572823
Gene_2807,4657.11,-1.2496,0.1842,0.039379413812323884,0.07012003883960806
Gene_2808,3938.33,1.3731,0.2057,0.0017972995116629553,0.003199180334038724
Gene_2809,3.17,-0.8243,0.2824,0.0008833465751133101,0.0015717910589204806
Gene_2810,470.66,-0.1751,0.4636,0.07672132784605595,0.13646625372831012
Gene_2811,103.95,-0.9533,0.2872,0.13707530839714346,0.24373276742024086
Gene_2812,202.41,2.6083,0.3274,0.08589637704685714,0.15267752763394443
Gene_2813,66.92,-0.4819,0.1802,0.16300832648379548,0.28963810675869844
Gene_2814,187.76,2.7488,0.4074,0.0014948224322291405,0.002655102011064193
Gene_2815,200.9,1.2212,0.3872,0.31632546988350974,0.5616574394238454
Gene_2816,46.62,0.7231,0.2531,0.0222884543999952,0.03956062193822364
Gene_2817,24.71,0.5531,0.2313,0.013360595379181517,0.02370581153154989
Gene_2818,60.5,0.5907,0.3958,0.03713169105844985,0.06585968616255737
Gene_2819,237.11,-2.8915,0.2774,0.007537846701186008,0.013364976420542568
Gene_2820,491.76,-0.4183,0.2336,0.08930013052232397,0.15827743800482802
Gene_2821,817.87,1.2677,0.2633,0.0011496000346420438,0.002036853356913614
Gene_2822,55.24,-0.0733,0.3239,0.021451437434097997,0.03799404433952887
Gene_2823,261.83,-2.1078,0.3732,0.009077658371740339,0.016072341309738558
Gene_2824,1017.4,-0.0786,0.3323,0.0011711697695820148,0.0020728668488177253
Gene_2825,1527.2,2.5562,0.3272,0.059233536661296195,0.10480102027830183
Gene_2826,131.94,1.8703,0.276,0.021810820125291983,0.038575911081167286
Gene_2827,95.41,-0.093,0.3146,0.013166347607677372,0.023278549518524348
Gene_2828,217.51,1.4272,0.2609,0.06004124897978483,0.10611744252347972
Gene_2829,14.89,-0.5498,0.273,0.2695463269591915,0.47623025964521465
Gene_2830,100.76,-2.5558,0.4422,0.0019977440340948277,0.0035283363371508792
Gene_2831,657.98,-1.3867,0.3042,0.005541718140913468,0.009784106887205981
Gene_2832,535.87,2.3443,0.2632,0.004645160190724896,0.008198306019634479
Gene_2833,86.44,-0.411,0.2326,0.04369607132356668,0.07709257467107743
Gene_2834,229.39,-0.3651,0.0799,0.05172875945943044,0.09123237999899547
Gene_2835,28.52,-0.4498,0.5087,0.00022364795576222855,0.0003943017555751561
Gene_2836,606.06,-4.3424,0.5196,0.009282126845191767,0.016359053304885032
Gene_2837,127.02,2.4389,0.3628,0.26236378785909376,0.46223359383208906
Gene_2838,85.46,3.3282,0.1965,7.012890342007663e-05,0.0001235098686510684
Gene_2839,71.99,-0.2386,0.5735,0.024674252981933657,0.04344058623579869
Gene_2840,130.87,0.4434,0.1596,0.00040327140947621695,0.0007097349691591287
Gene_2841,60.6,-2.275,0.3393,0.040469702932599605,0.07119933661611472
Gene_2842,553.51,2.2154,0.1287,0.06493245807293221,0.11419707715957125
Gene_2843,67.32,-1.7517,0.0828,0.057446179771041744,0.10099539340900449
Gene_2844,3590.07,0.3252,0.3232,0.0018522214785057693,0.003255222282083953
Gene_2845,2780.6,-1.646,0.3359,0.03149175187680044,0.05532633850456859
Gene_2846,24.95,-0.8833,0.3119,0.0009639822397839381,0.0016929789950543347
Gene_2847,170.61,-1.2559,0.4493,0.012278268754552266,0.021555949358413387
Gene_2848,40.39,-0.9118,0.2952,0.029896349136471847,0.0524681452026533
Gene_2849,77.22,-3.6914,0.3812,0.005586929265149743,0.009801630289736392
Gene_2850,8142.52,-0.8224,0.2217,0.2779955071113049,0.48754034919555395
Gene_2851,80.23,1.25,0.4295,0.1086833242016995,0.1905387871698799
VEGFA,305.04,3.3072,0.438,0.0006769566218446077,0.0011863943600501363
Gene_2853,438.19,0.3308,0.2745,0.004305615462994093,0.007543124497186569
Gene_2854,20.06,1.8269,0.3375,0.0008883299890704616,0.0015557442890901253
Gene_2855,26.84,-0.7698,0.2301,1.5736872401070187e-05,2.7550546920641085e-05
Gene_2856,13.3,-1.0769,0.278,0.20226880113969956,0.3539881013995442
Gene_2857,25.23,-0.3458,0.3737,0.0039801299367447154,0.0069631384477689216
Gene_2858,0.5,1.7696,0.3485,0.05305675586639162,0.09278900990974401
Gene_2859,441.05,0.2912,0.1271,0.026138511268284644,0.045696698021476655
Gene_2860,9030.72,-0.7968,0.1863,0.0024914653250866247,0.004354186167575366
Gene_2861,199.47,0.7258,0.2412,0.0384233832611531,0.06712680513828284
Gene_2862,8.74,-1.6534,0.322,0.07401608690156247,0.12926316259441578
Gene_2863,41.04,1.022,0.2082,0.00140730182494987,0.0024568816776359462
Gene_2864,59.28,0.6129,0.1586,0.007392535376001495,0.01290145789878097
Gene_2865,19.39,-0.4617,0.0371,0.20442880190899582,0.3566448044469571
Gene_2866,829.12,-1.2579,0.5086,0.007567293779395035,0.013197233657821826
Gene_2867,750.34,-1.33,0.3202,0.000506741563318528,0.0008834406612945048
Gene_2868,14.72,0.8022,0.1557,0.01548081587616134,0.02697946301178344
Gene_2869,632.8,1.8435,0.4033,0.012161819855853044,0.021187839470127253
Gene_2870,3145.18,-0.956,0.4494,0.04556094322391218,0.07934681857177321
Gene_2871,6668.27,0.6876,0.3213,0.1307146869876917,0.22756735199807052
Gene_2872,45726.08,-3.1305,0.3623,0.16183415595470166,0.2816466341014648
Gene_2873,24.43,-0.8769,0.4309,0.0006115885750813017,0.0010640023922778388
Gene_2874,42126.86,-0.0466,0.3606,0.008994558627197132,0.015642710655995012
Gene_2875,73.08,-1.3645,0.3633,0.14634922819590915,0.25443189881069045
Gene_2876,45.38,-1.4048,0.1466,0.000827733082507025,0.0014385350756117917
Gene_2877,285.47,-1.0017,0.0271,5.600195109237355e-06,9.729317423970387e-06
Gene_2878,46.33,0.4383,0.3861,0.08349145908753805,0.1450007973038174
Gene_2879,329.67,-0.281,0.2776,0.08225883560284,0.14281047847715278
Gene_2880,10.59,-3.3573,0.2545,0.11405368742069227,0.19794114443021915
Gene_2881,92.06,-3.1811,0.3973,0.032583097829833166,0.05652862218916233
Gene_2882,1941.4,-0.9103,0.2045,0.056624946322267534,0.09820490170355105
Gene_2883,132.41,0.6865,0.2963,0.026505832285131165,0.04595324598670451
Gene_2884,197.0,-4.1213,0.3057,0.014863352806202108,0.02575971023605218
Gene_2885,383.95,-0.7496,0.369,0.15193134284147483,0.2632213146941699
Gene_2886,1542.75,-0.7894,0.3341,0.18607976053295827,0.3222718402025602
Gene_2887,5.42,2.0825,0.3342,0.02312699628328869,0.04003981350984884
Gene_2888,477.73,-0.5775,0.2595,0.033759216719974346,0.05842716635509579
Gene_2889,86.81,0.5745,0.2622,0.004353144449066157,0.007531391780391275
Gene_2890,207.12,0.2119,0.334,0.3090606976557405,0.5345221336142174
Gene_2891,1236.33,-3.1958,0.2499,0.015600637206153909,0.026972056027237047
Gene_2892,13.62,1.1523,0.2171,0.07182094876341893,0.12412884335191658
Gene_2893,19.58,0.3231,0.4286,7.333592144070846e-07,1.2670338880564696e-06
Gene_2894,3.09,0.7624,0.2325,0.0010956393875257721,0.0018922960060894164
Gene_2895,49.49,5.8894,0.2541,0.012260709807471452,0.021168352568148228
Gene_2896,2123.59,-3.1262,0.4227,0.27035829364066866,0.4666176969980474
Gene_2897,116.61,2.587,0.231,0.12353582126920143,0.21313978824913982
Gene_2898,10.17,-0.4312,0.3321,0.002441573486273687,0.004211061549281971
Gene_2899,56.18,0.431,0.3409,0.00482154524229699,0.008313009038443085
Gene_2900,7.57,-0.0683,0.291,0.05052353403866803,0.08707951402734923
Gene_2901,15.64,-0.6364,0.2612,0.047584365575576326,0.08198546791105502
Gene_2902,323.0,-0.8547,0.1874,0.00010381773334672192,0.00017881111496162918
Gene_2903,14.19,0.4943,0.3628,0.1768982048914134,0.3045767990554638
Gene_2904,1373.71,-2.2758,0.4103,7.668527505362172e-06,1.3198842522137991e-05
Gene_2905,128.74,1.1259,0.3996,1.3261531748848367e-07,2.2817501288452112e-07
Gene_2906,176.12,-0.6243,0.3371,0.22003722623070815,0.3784610014288066
Gene_2907,85.05,-1.6951,0.1024,0.00044024529833366303,0.0007569554648102872
Gene_2908,696.24,-0.675,0.3769,0.02545088761863292,0.043745080128279344
Gene_2909,710.75,1.8857,0.2892,9.874290109348617e-05,0.0001696613420850278
Gene_2910,290.07,-0.803,0.2408,0.007200733870446256,0.0123681447448407
Gene_2911,459.24,0.5377,0.3658,0.008058216029364757,0.013836222577892784
Gene_2912,97.11,-1.0964,0.3226,0.05309395884670687,0.09113278209184152
Gene_2913,438.96,1.1369,0.4009,0.0012149498821838124,0.0020846772171994035
Gene_2914,75.51,1.0283,0.3341,0.42390272873570156,0.7271058811933131
Gene_2915,149.08,2.7729,0.2733,0.174391429067616,0.29902508413514406
Gene_2916,85.69,-0.2633,0.2651,0.09505076146908407,0.16292554245643484
Gene_2917,59.48,1.003,0.3611,0.004072938879452113,0.006978990540527952
Gene_2918,37.4,0.1471,0.1662,0.2991599263694747,0.5124356395503163
Gene_2919,378.18,1.9438,0.2498,0.11571389388440946,0.19814022925412578
Gene_2920,2041.03,-1.0782,0.0806,0.019044235461835965,0.03259882824689484
Gene_2921,1544.11,1.1175,0.3421,0.3789773653741676,0.6484896738093217
Gene_2922,12.02,-0.292,0.3645,0.022016515856042102,0.03766082082798854
Gene_2923,1955.51,-1.8996,0.2231,0.009077646516371775,0.01552265136178484
Gene_2924,78.55,0.1376,0.1906,0.013093483976565056,0.0223820238915642
Gene_2925,493.47,0.3784,0.3953,0.08408600453288458,0.14368763590718486
Gene_2926,24.23,-0.1743,0.2286,6.975863326084077e-05,0.00011916404725118
Gene_2927,197.15,0.3221,0.3643,2.297013270061986e-05,3.922495338220605e-05
Gene_2928,277.95,2.3672,0.2986,0.0005989858189131377,0.0010225090797424678
Gene_2929,7.62,1.4782,0.2471,0.16165224921777765,0.2758570805764124
Gene_2930,500.96,1.3037,0.358,0.05012372992876701,0.08550619230427671
Gene_2931,2190.47,-0.6833,0.3032,0.3444353242739199,0.5873726539459753
Gene_2932,104.66,-1.3339,0.4494,0.02703433132470804,0.046086483676624684
Gene_2933,2253.72,1.433,0.2265,0.0006321203487866477,0.0010772330415587043
Gene_2934,101.56,1.3141,0.1675,0.0035542941260111463,0.00605501554686737
Gene_2935,811.73,2.209,0.2984,0.006378802294866603,0.01086308292722514
Gene_2936,1.76,1.6096,0.3476,0.0064974869877109835,0.011061435116974777
Gene_2937,18723.89,-0.3443,0.2812,0.00879780966123465,0.014972446666498725
Gene_2938,2954.0,-2.4592,0.4798,0.04136388510151055,0.07037067897500944
Gene_2939,83.99,-0.5887,0.4213,0.0013308295376249339,0.002263315540178459
Gene_2940,2.87,1.4949,0.2474,0.04534914812830847,0.07709817770878692
Gene_2941,264.03,-0.6997,0.3064,0.013195087146745273,0.02242536904613405
Gene_2942,8.27,0.9607,0.1195,0.06634647951266376,0.11271912931135535
Gene_2943,361.3,-0.2858,0.4052,0.18360531714492712,0.3118296826510311
Gene_2944,338.03,0.4861,0.232,1.4675833220775636e-05,2.4916524992827904e-05
Gene_2945,22.58,-1.7215,0.3199,0.08350520458789334,0.1417264164763974
Gene_2946,1396.79,0.1278,0.2743,0.01358219871099667,0.02304411046996381
Gene_2947,743.34,-4.4867,0.1511,0.00157894996575642,0.002678001977198813
Gene_2948,1044.87,-0.2803,0.3834,0.03519742840798984,0.059676887772108916
Gene_2949,151.07,-2.4457,0.1941,0.002908751983721993,0.004930088108003378
Gene_2950,8.75,1.809,0.2481,0.06511728759994526,0.11033088376812142
Gene_2951,1049.16,1.1661,0.3853,2.0671756043747924e-05,3.501313693046735e-05
Gene_2952,86.42,0.7,0.2029,0.0023599082993165064,0.003995781068940918
Gene_2953,9.21,2.2815,0.4491,0.006263776036193451,0.010602193697009904
Gene_2954,2217.37,-1.4234,0.2013,0.0010293117884930972,0.0017416443121710612
Gene_2955,9885.41,2.621,0.183,0.007197518114522377,0.012174421709273305
Gene_2956,136.66,1.3983,0.3047,0.00010936146674906991,0.00018491962588615133
Gene_2957,11139.39,-0.3548,0.4634,7.525902202886951e-06,1.2721268091424868e-05
Gene_2958,178.15,1.7034,0.2994,0.10110836920630849,0.1708488834172161
Gene_2959,69.34,-1.6594,0.3981,0.00012907259179722157,0.0002180280266844959
Gene_2960,42.06,-1.2368,0.1659,0.001707797490744494,0.0028838187955834075
Gene_2961,3921.25,-0.9129,0.2634,2.4143085942614078e-05,4.075470280657339e-05
Gene_2962,31.18,-0.7935,0.2697,0.03134683803823412,0.052897127975420385
Gene_2963,645.83,-1.5848,0.1739,0.001171220480652853,0.0019757430510338276
Gene_2964,48.51,1.8346,0.1409,0.010288012027949208,0.01734909279586713
Gene_2965,59.11,-0.3883,0.2758,0.13853327155201597,0.23353552183414697
Gene_2966,1165.03,0.5288,0.458,0.018181356159699392,0.030639292483483974
Gene_2967,69.4,-0.8555,0.3219,7.560477597493259e-06,1.273665363459107e-05
Gene_2968,66.05,-2.7309,0.2317,0.03324479534749978,0.05598651961518993
Gene_2969,1430.26,0.4051,0.0963,0.0596732528066,0.10046002155993265
Gene_2970,3622.05,-2.8684,0.2628,0.00020453184573268363,0.0003442138097150516
Gene_2971,538.82,-0.103,0.256,0.0010849029938939522,0.0018252069210867297
Gene_2972,40.06,-2.0525,0.3385,0.10859773035948098,0.18263997705933563
Gene_2973,53.45,2.9809,0.2746,0.05206419928351963,0.08753227855332824
Gene_2974,174.13,1.367,0.3632,0.1222320087450023,0.2054319474705921
Gene_2975,281.99,0.1586,0.3768,0.00357299633381681,0.0060030180339664145
Gene_2976,20.58,1.8956,0.293,0.05280207804257718,0.08868336923509772
Gene_2977,630.22,-1.2695,0.2944,5.953810784112526e-05,9.996324352102965e-05
Gene_2978,176.1,0.8152,0.3034,0.08213912763556439,0.1378635911976576
Gene_2979,4.8,0.2997,0.1255,0.023823279112841298,0.03997194482020352
Gene_2980,23.15,-2.7512,0.372,0.0023253378906054607,0.0039002648282547145
Gene_2981,54.15,1.9085,0.4697,0.05610677348025646,0.09407574359533276
Gene_2982,128.29,1.0987,0.3059,0.02447120000173287,0.041017767351211654
Gene_2983,6493.5,3.6357,0.2217,0.002788134950131723,0.0046718078923118685
Gene_2984,238.97,-2.4823,0.2993,0.0023688283127783244,0.00396788662106922
Gene_2985,27.62,-1.4401,0.2565,9.998051110491516e-05,0.0001674154573089671
Gene_2986,230.73,-0.1841,0.3027,0.02479837879555843,0.04151051020347913
Gene_2987,73.39,0.1401,0.2688,0.0073304841629826265,0.012266539764027154
Gene_2988,284.15,-1.6953,0.0847,0.00213953464992361,0.003579014135034476
Gene_2989,473.97,3.6175,0.3095,0.22581250821485901,0.377612889991403
Gene_2990,1666.47,-1.9317,0.5224,0.00331577529640434,0.005542920923444232
Gene_2991,141.38,0.9032,0.1664,2.987759625195688e-05,4.9929138121585705e-05
Gene_2992,3936.0,0.1081,0.4097,0.009286350225057747,0.015513448421412874
Gene_2993,912.37,-0.3183,0.3401,0.06911943980922497,0.1154299262011105
Gene_2994,36.06,-1.4279,0.2081,0.27471012847513654,0.4586145717448022
Gene_2995,12329.02,0.1162,0.1657,0.09599234590018928,0.16020084429270573
Gene_2996,285.43,0.3866,0.3263,0.0052887876347164995,0.00882346952738822
Gene_2997,27.93,-1.8626,0.3361,0.024491389208794276,0.040846212823205934
Gene_2998,4047.38,0.5013,0.1492,0.026540631957516388,0.0442491363079633
Gene_2999,9466.88,-0.2329,0.3926,0.11521241835736619,0.19202069726227697
Gene_3000,138.93,-2.8617,0.2506,0.02796673117405685,0.04659568672785213
Gene_3001,54.2,-1.2906,0.3493,0.0012242471087635703,0.0020390524796195376
Gene_3002,105.14,-0.6204,0.3703,0.0005258413737930529,0.000875526762892196
Gene_3003,619.84,2.8315,0.3896,0.020207333762570657,0.03363404421200176
Gene_3004,1911.63,0.8348,0.2011,0.0003877685425268937,0.0006452055616088081
Gene_3005,464.51,-2.0032,0.5011,0.03842332783960311,0.06391105761743697
Gene_3006,181.9,0.7291,0.2079,0.006547041869745593,0.010886335001239762
Gene_3007,2969.13,-2.321,0.3894,0.09215871594602108,0.1531893549634659
Gene_3008,79.39,1.624,0.2501,0.016721991081582132,0.02778662526018965
Gene_3009,1166.59,-0.7067,0.3052,0.2169367320550359,0.36036002002497663
Gene_3010,83.42,-0.1405,0.2875,0.0039032795402648753,0.00648169966832427
Gene_3011,351.44,1.9887,0.3467,0.0025052164137856566,0.004158725786496773
Gene_3012,118.26,-1.9307,0.4048,0.020737670022448657,0.03441365752148798
Gene_3013,132.73,-2.0957,0.2388,0.01708814641047253,0.02834795356747268
Gene_3014,69.77,-0.8754,0.2123,0.09119845724296817,0.15124122262515452
Gene_3015,2185.74,1.5576,0.0937,0.17942285773631056,0.2974516872286316
Gene_3016,34.27,-2.279,0.318,0.04458996001882243,0.07389784557312301
Gene_3017,33.77,-4.2482,0.2831,2.545902177886215e-06,4.217863117770402e-06
Gene_3018,10321.53,-0.6767,0.3109,5.096009470851078e-05,8.439896440627821e-05
Gene_3019,1049.11,0.8276,0.2898,0.0026793935687337705,0.004436082067440017
Gene_3020,1.26,1.8004,0.3759,0.09672001838416196,0.16007947432002972
Gene_3021,47.92,-0.6947,0.2494,0.019713753281248823,0.03261706366851228
Gene_3022,3.96,-0.6171,0.3349,0.0023518474061510223,0.0038899229344211417
Gene_3023,22.17,1.7309,0.2968,0.015986805554693343,0.026433210242548515
Gene_3024,0.28,-2.8046,0.2039,0.1321007276252352,0.2183483101243557
Gene_3025,112.85,-0.5828,0.2314,0.0014774337526701124,0.002441232241688884
Gene_3026,15.12,0.2856,0.392,0.009371474315469426,0.01547980560863797
Gene_3027,167.3,0.6738,0.3824,0.0032025051686787064,0.005288152524238287
Gene_3028,5.75,-0.7647,0.3739,0.0033805513775033995,0.0055803093058821385
Gene_3029,175.18,0.0517,0.2831,0.10384050546001175,0.17135396940595995
Gene_3030,64.73,-3.7325,0.0757,0.05940604717684723,0.09799743843095882
Gene_3031,2992.62,-4.9175,0.1336,0.0066180669625512415,0.0109136988168721
Gene_3032,2496.67,0.6803,0.2737,0.00024629061850232133,0.00040601816436254757
Gene_3033,713.86,-1.4734,0.1482,0.007829852486737386,0.012903514315651593
Gene_3034,77.23,0.0885,0.4145,0.022547355604875422,0.03714556112829559
Gene_3035,7869.59,0.6703,0.2191,0.08031612648781612,0.13227293558599493
Gene_3036,6.65,-0.5138,0.2725,0.06244506363853654,0.10280715119943452
Gene_3037,8.96,0.2557,0.4735,0.029837264568715806,0.0491067553797166
Gene_3038,125.52,-1.4441,0.4031,0.015140095375303052,0.02490966662603332
Gene_3039,13468.06,-0.3099,0.3346,0.07110200457246707,0.11694408646787346
Gene_3040,99.02,0.9153,0.3221,0.000286288546849711,0.0004707144801869632
Gene_3041,102.87,0.2355,0.2244,0.0030905384173220726,0.005079780436098081
Gene_3042,8.3,-0.8798,0.3761,0.00023209468981437965,0.00038135834672096557
Gene_3043,984.23,0.3363,0.3213,0.02849241306561235,0.04680094130356825
Gene_3044,998.6,1.0719,0.2865,0.015679689708812658,0.025746616927442786
Gene_3045,719.21,-3.0749,0.3641,0.005174378053679686,0.008493726286407889
Gene_3046,42.16,1.7386,0.3659,0.1325887660259252,0.2175726387035202
Gene_3047,36.11,-0.5044,0.2029,0.13690926517059082,0.2245886895843025
Gene_3048,11.18,0.6382,0.3917,1.0143141500709129e-05,1.6633554445242913e-05
Gene_3049,175.52,1.7959,0.2914,0.17262640634456825,0.2829941087615873
Gene_3050,17.1,4.6671,0.3083,0.00764778745595766,0.012533247223791642
Gene_3051,14.09,-1.0642,0.1684,0.04428364556172281,0.0725485674340151
Gene_3052,63.6,-0.4328,0.1715,0.17739751095411982,0.29052982468738914
Gene_3053,55.8,-1.1756,0.1545,0.23568654099368694,0.38586532579189087
Gene_3054,50.6,2.6024,0.5393,0.0002278402392611227,0.0003728972819330977
Gene_3055,377.24,-1.2852,0.5268,0.10482555747891976,0.17150778383331114
Gene_3056,173.83,-0.8333,0.1298,9.51614093710633e-05,0.0001556450921999727
Gene_3057,83.4,0.3066,0.1486,0.08179536859982076,0.1337399748198508
Gene_3058,214.01,-1.8032,0.2488,0.3831222966394919,0.6262214721142397
Gene_3059,20.43,-0.5935,0.4107,0.03794941126837039,0.06200884194178168
Gene_3060,183.2,0.4762,0.3625,0.025298104512935276,0.04132326774409552
Gene_3061,200.58,-0.4993,0.5167,1.8321335053900792e-05,2.991726821342389e-05
Gene_3062,7.34,-0.1401,0.2695,0.21183312647457203,0.3457935463182697
Gene_3063,1087.23,-0.794,0.2303,4.781326784724029e-08,7.802426215280725e-08
Gene_3064,25.46,1.5534,0.3056,0.005473024420221541,0.008928261696935629
Gene_3065,177.79,0.4824,0.2826,0.12403402613903942,0.20227336291428477
Gene_3066,1523.59,2.6324,0.2973,0.00011158234743587405,0.00018190796777938384
Gene_3067,945.16,0.0276,0.3107,0.05991824558188727,0.09765033504218916
Gene_3068,158.96,0.3379,0.512,0.0016421904620722105,0.0026754487814796522
Gene_3069,71.88,1.0391,0.312,0.060141418314914194,0.0979501926953
Gene_3070,987.35,-1.904,0.1937,0.05455405765766483,0.08882132474383723
Gene_3071,572.14,2.5538,0.2709,0.18186867553907593,0.29601021409354805
Gene_3072,43.09,0.3035,0.3726,1.863377752969545e-08,3.031854463015856e-08
Gene_3073,30.27,2.4478,0.36,0.008119842196452343,0.013207290495205502
Gene_3074,2.35,-1.0995,0.3546,0.001788301450135656,0.0029078072359929362
Gene_3075,201.96,2.7271,0.1301,0.005856156116715395,0.009519109422489264
Gene_3076,125.79,1.1627,0.1441,0.1331871842541128,0.21642376381883782
Gene_3077,1439.98,0.8296,0.2869,0.00029961795979861067,0.00048670883657993936
Gene_3078,304.33,0.351,0.3446,6.830980967568854e-07,1.109285639423328e-06
